,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Red,White,Clusters PCA,quality,group_quality
19,0.22314049586776857,0.15333333333333332,0.08433734939759037,0.1058282208588957,0.058139534883720936,0.11458333333333333,0.2926267281105991,0.16175053017158306,0.38759689922480633,0.15730337078651688,0.21739130434782608,0.0,1.0,1,5,2
20,0.19834710743801653,0.3866666666666667,0.2891566265060241,0.00920245398773006,0.03322259136212624,0.09722222222222222,0.15898617511520738,0.04029304029303887,0.47286821705426363,0.0955056179775281,0.6956521739130436,0.0,1.0,0,8,3
21,0.21487603305785125,0.15333333333333332,0.22891566265060243,0.0352760736196319,0.04817275747508305,0.0625,0.22119815668202766,0.07885097358781433,0.3488372093023255,0.07303370786516852,0.43478260869565216,0.0,1.0,0,7,2
22,0.24793388429752064,0.12,0.25301204819277107,0.01687116564417178,0.0664451827242525,0.1388888888888889,0.2672811059907834,0.11355311355311266,0.5813953488372094,0.14606741573033707,0.36231884057971014,0.0,1.0,1,8,3
23,0.31404958677685946,0.39333333333333337,0.08433734939759037,0.013803680981595092,0.10797342192691031,0.08333333333333333,0.37327188940092165,0.12704839020628472,0.2558139534883719,0.16292134831460675,0.18840579710144936,0.0,1.0,1,5,2
24,0.2314049586776859,0.12666666666666668,0.2469879518072289,0.010736196319018405,0.07142857142857144,0.052083333333333336,0.31336405529953915,0.15403894351262667,0.5426356589147286,0.14044943820224717,0.2898550724637681,0.0,1.0,1,6,2
25,0.2644628099173554,0.11333333333333333,0.1927710843373494,0.12883435582822086,0.061461794019933555,0.1909722222222222,0.5506912442396313,0.16175053017158306,0.4108527131782945,0.15730337078651688,0.3478260869565218,0.0,1.0,1,6,2
26,0.25619834710743805,0.10666666666666665,0.2108433734939759,0.006134969325153374,0.07142857142857144,0.11805555555555555,0.3225806451612903,0.11355311355311266,0.5658914728682172,0.12359550561797752,0.2898550724637681,0.0,1.0,1,6,2
27,0.2644628099173554,0.13333333333333333,0.23493975903614459,0.12423312883435582,0.06976744186046512,0.1076388888888889,0.31105990783410137,0.1733179101600144,0.5116279069767441,0.17415730337078655,0.36231884057971014,0.0,1.0,1,6,2
28,0.2975206611570248,0.12666666666666668,0.2891566265060241,0.0076687116564417195,0.06312292358803986,0.05555555555555555,0.2903225806451613,0.08270676691729145,0.36434108527131776,0.15168539325842698,0.5217391304347825,0.0,1.0,1,6,2
29,0.2809917355371901,0.16,0.21686746987951808,0.021472392638036807,0.0398671096345515,0.125,0.2488479262672811,0.06728359359938298,0.29457364341085274,0.2752808988764045,0.6231884057971016,0.0,1.0,1,7,2
30,0.3884297520661157,0.10666666666666665,0.23493975903614459,0.15030674846625766,0.058139534883720936,0.06597222222222222,0.31336405529953915,0.1983805668016178,0.37209302325581406,0.17415730337078655,0.2898550724637681,0.0,1.0,1,6,2
31,0.37190082644628103,0.04000000000000001,0.20481927710843376,0.0076687116564417195,0.05481727574750831,0.020833333333333332,0.0944700460829493,0.12126470021206691,0.5813953488372094,0.10112359550561799,0.3188405797101448,0.0,1.0,0,6,2
32,0.2975206611570248,0.11333333333333333,0.21686746987951808,0.022239263803680978,0.0681063122923588,0.10416666666666667,0.21658986175115208,0.09427414690572494,0.36434108527131776,0.12359550561797752,0.40579710144927544,0.0,1.0,0,6,2
33,0.19834710743801653,0.02666666666666666,0.20481927710843376,0.013803680981595092,0.05980066445182724,0.14583333333333334,0.2557603686635945,0.13090418353576183,0.5426356589147286,0.16292134831460675,0.14492753623188406,0.0,1.0,1,6,2
34,0.16528925619834708,0.12666666666666668,0.12048192771084339,0.22009202453987728,0.058139534883720936,0.07291666666666667,0.3986175115207373,0.17524580682475296,0.5038759689922482,0.08426966292134831,0.3188405797101448,0.0,1.0,1,5,2
35,0.2892561983471074,0.13333333333333333,0.25903614457831325,0.01687116564417178,0.1179401993355482,0.06944444444444445,0.2695852534562212,0.06535569693464442,0.36434108527131776,0.11235955056179774,0.6956521739130436,0.0,1.0,1,5,2
36,0.22314049586776857,0.20666666666666667,0.13855421686746988,0.0736196319018405,0.06976744186046512,0.08333333333333333,0.3294930875576037,0.12126470021206691,0.4031007751937986,0.07303370786516852,0.2898550724637681,0.0,1.0,1,5,2
37,0.2644628099173554,0.16666666666666666,0.1927710843373494,0.00920245398773006,0.07308970099667773,0.1284722222222222,0.30414746543778803,0.06728359359938298,0.31782945736434093,0.03370786516853934,0.4637681159420289,0.0,1.0,1,6,2
38,0.2892561983471074,0.10666666666666665,0.23493975903614459,0.26610429447852757,0.079734219269103,0.1527777777777778,0.3294930875576037,0.24657798342008821,0.37984496124031003,0.07865168539325841,0.08695652173913038,0.0,1.0,1,5,2
39,0.2892561983471074,0.10666666666666665,0.23493975903614459,0.26610429447852757,0.079734219269103,0.1527777777777778,0.3294930875576037,0.24657798342008821,0.37984496124031003,0.07865168539325841,0.08695652173913038,0.0,1.0,1,5,2
40,0.2396694214876033,0.10000000000000002,0.23493975903614459,0.029141104294478526,0.2707641196013289,0.2152777777777778,0.35023041474654376,0.12704839020628472,0.3023255813953487,0.07865168539325841,0.20289855072463772,0.0,1.0,1,6,2
41,0.2396694214876033,0.10666666666666665,0.23493975903614459,0.0352760736196319,0.2724252491694352,0.2152777777777778,0.347926267281106,0.12704839020628472,0.29457364341085274,0.06741573033707866,0.20289855072463772,0.0,1.0,1,6,2
42,0.2644628099173554,0.15333333333333332,0.1566265060240964,0.10429447852760737,0.09966777408637875,0.09375,0.3548387096774194,0.15982263350684237,0.31782945736434093,0.1348314606741573,0.2608695652173914,0.0,1.0,1,6,2
43,0.2314049586776859,0.10666666666666665,0.16265060240963858,0.012269938650306747,0.079734219269103,0.1111111111111111,0.33640552995391704,0.12126470021206691,0.38759689922480633,0.19101123595505623,0.21739130434782608,0.0,1.0,1,6,2
44,0.2396694214876033,0.10000000000000002,0.1566265060240964,0.012269938650306747,0.08471760797342193,0.1111111111111111,0.34101382488479265,0.12126470021206691,0.4031007751937986,0.19101123595505623,0.21739130434782608,0.0,1.0,1,6,2
45,0.2975206611570248,0.06666666666666667,0.18674698795180725,0.012269938650306747,0.0813953488372093,0.1284722222222222,0.3709677419354839,0.11548101021785123,0.3410852713178295,0.17415730337078655,0.2898550724637681,0.0,1.0,1,7,2
46,0.19834710743801653,0.24666666666666667,0.1566265060240964,0.05828220858895706,0.08970099667774087,0.2152777777777778,0.4608294930875576,0.13283208020050252,0.4263565891472868,0.16853932584269665,0.2608695652173914,0.0,1.0,1,4,2
47,0.19834710743801653,0.25333333333333335,0.15060240963855423,0.05828220858895706,0.09468438538205981,0.21180555555555555,0.4631336405529954,0.13090418353576183,0.4108527131782945,0.16853932584269665,0.2608695652173914,0.0,1.0,1,5,2
48,0.2644628099173554,0.15333333333333332,0.1566265060240964,0.10429447852760737,0.09966777408637875,0.09375,0.3548387096774194,0.15982263350684237,0.31782945736434093,0.1348314606741573,0.2608695652173914,0.0,1.0,1,6,2
49,0.25619834710743805,0.07333333333333333,0.2108433734939759,0.06748466257668712,0.09634551495016612,0.1076388888888889,0.3317972350230415,0.15211104684788812,0.4961240310077518,0.14606741573033707,0.2608695652173914,0.0,1.0,1,5,2
50,0.2809917355371901,0.07333333333333333,0.18674698795180725,0.015337423312883436,0.08803986710963455,0.10416666666666667,0.3847926267281106,0.08849045691150927,0.4883720930232559,0.12359550561797752,0.5362318840579708,0.0,1.0,1,6,2
51,0.2314049586776859,0.11333333333333333,0.1746987951807229,0.0076687116564417195,0.09800664451827243,0.13194444444444445,0.271889400921659,0.08270676691729145,0.4806201550387596,0.20224719101123595,0.43478260869565216,0.0,1.0,1,7,2
52,0.19834710743801653,0.05333333333333334,0.1987951807228916,0.0076687116564417195,0.079734219269103,0.06944444444444445,0.17511520737327188,0.07499518025833721,0.4651162790697673,0.1348314606741573,0.4202898550724638,0.0,1.0,0,7,2
53,0.21487603305785125,0.06666666666666667,0.2108433734939759,0.006134969325153374,0.05980066445182724,0.13194444444444445,0.2350230414746544,0.07692307692307578,0.45736434108527135,0.07303370786516852,0.4202898550724638,0.0,1.0,1,6,2
54,0.24793388429752064,0.08,0.35542168674698793,0.004601226993865031,0.22923588039867107,0.1284722222222222,0.2903225806451613,0.11355311355311266,0.2558139534883719,0.0898876404494382,0.1594202898550724,0.0,1.0,1,6,2
55,0.25619834710743805,0.11333333333333333,0.2108433734939759,0.010736196319018405,0.04983388704318937,0.09722222222222222,0.42626728110599077,0.0711393869288601,0.31782945736434093,0.16853932584269665,0.43478260869565216,0.0,1.0,1,6,2
56,0.2809917355371901,0.08666666666666667,0.20481927710843376,0.17331288343558282,0.05647840531561461,0.125,0.4769585253456221,0.17524580682475296,0.28682170542635643,0.15730337078651688,0.23188405797101444,0.0,1.0,1,6,2
57,0.18181818181818182,0.07333333333333333,0.1566265060240964,0.18098159509202455,0.06478405315614619,0.1701388888888889,0.3248847926267281,0.1945247734721407,0.44961240310077505,0.07865168539325841,0.1304347826086957,0.0,1.0,1,6,2
58,0.2314049586776859,0.19999999999999998,0.09036144578313253,0.061349693251533735,0.058139534883720936,0.08333333333333333,0.16589861751152074,0.11548101021785123,0.3023255813953487,0.0898876404494382,0.3188405797101448,0.0,1.0,0,6,2
59,0.2975206611570248,0.08,0.21686746987951808,0.00920245398773006,0.04817275747508305,0.14930555555555555,0.24193548387096775,0.10584152689415843,0.4961240310077518,0.06741573033707866,0.27536231884057977,0.0,1.0,1,6,2
60,0.24793388429752064,0.09333333333333334,0.14457831325301204,0.06595092024539878,0.1378737541528239,0.10069444444444445,0.2695852534562212,0.15403894351262667,0.2403100775193796,0.1348314606741573,0.08695652173913038,0.0,1.0,1,6,2
61,0.18181818181818182,0.07333333333333333,0.1566265060240964,0.18098159509202455,0.06478405315614619,0.1701388888888889,0.3248847926267281,0.1945247734721407,0.44961240310077505,0.07865168539325841,0.1304347826086957,0.0,1.0,1,6,2
62,0.2644628099173554,0.25999999999999995,0.042168674698795185,0.0076687116564417195,0.043189368770764125,0.05555555555555555,0.33410138248847926,0.07499518025833721,0.23255813953488366,0.06741573033707866,0.36231884057971014,0.0,1.0,1,5,2
63,0.2314049586776859,0.19999999999999998,0.09036144578313253,0.061349693251533735,0.058139534883720936,0.08333333333333333,0.16589861751152074,0.11548101021785123,0.3023255813953487,0.0898876404494382,0.3188405797101448,0.0,1.0,0,6,2
64,0.2809917355371901,0.10666666666666665,0.16265060240963858,0.012269938650306747,0.04817275747508305,0.10416666666666667,0.2672811059907834,0.10776942355889699,0.3333333333333332,0.1348314606741573,0.3333333333333334,0.0,1.0,1,6,2
65,0.19834710743801653,0.17999999999999997,0.018072289156626505,0.00920245398773006,0.09136212624584718,0.09722222222222222,0.2626728110599078,0.12126470021206691,0.38759689922480633,0.17977528089887643,0.1594202898550724,0.0,1.0,1,5,2
66,0.21487603305785125,0.12,0.14457831325301204,0.08895705521472394,0.051495016611295685,0.09027777777777778,0.271889400921659,0.06149990360516516,0.38759689922480633,0.15168539325842698,0.6666666666666666,0.0,1.0,1,7,2
67,0.2396694214876033,0.11333333333333333,0.0783132530120482,0.00920245398773006,0.05315614617940199,0.2777777777777778,0.3870967741935484,0.09427414690572494,0.32558139534883723,0.11235955056179774,0.2608695652173914,0.0,1.0,1,5,2
68,0.2396694214876033,0.10000000000000002,0.18674698795180725,0.023006134969325152,0.061461794019933555,0.10069444444444445,0.2073732718894009,0.10584152689415843,0.47286821705426363,0.2359550561797753,0.3913043478260868,0.0,1.0,0,8,3
69,0.2975206611570248,0.10666666666666665,0.1746987951807229,0.14570552147239263,0.0681063122923588,0.06944444444444445,0.22811059907834103,0.17524580682475296,0.31782945736434093,0.07303370786516852,0.21739130434782608,0.0,1.0,0,5,2
70,0.19834710743801653,0.12666666666666668,0.25903614457831325,0.11042944785276074,0.07807308970099668,0.16319444444444445,0.5483870967741935,0.1636784268363216,0.29457364341085274,0.16292134831460675,0.14492753623188406,0.0,1.0,1,6,2
71,0.24793388429752064,0.14666666666666664,0.13855421686746988,0.061349693251533735,0.08637873754152824,0.171875,0.5357142857142857,0.16753422016579872,0.4651162790697673,0.21348314606741572,0.21739130434782608,0.0,1.0,1,5,2
72,0.18181818181818182,0.12666666666666668,0.16867469879518074,0.06441717791411043,0.08970099667774087,0.10416666666666667,0.44930875576036866,0.17910160015423007,0.751937984496124,0.2752808988764045,0.2898550724637681,0.0,1.0,1,5,2
73,0.396694214876033,0.10000000000000002,0.27710843373493976,0.006134969325153374,0.07475083056478407,0.027777777777777776,0.15207373271889402,0.13475997686523897,0.1782945736434109,0.15168539325842698,0.1594202898550724,0.0,1.0,0,6,2
74,0.2396694214876033,0.10000000000000002,0.18674698795180725,0.023006134969325152,0.061461794019933555,0.10069444444444445,0.2073732718894009,0.10584152689415843,0.47286821705426363,0.2359550561797753,0.3913043478260868,0.0,1.0,0,8,3
75,0.2975206611570248,0.10666666666666665,0.1746987951807229,0.14570552147239263,0.0681063122923588,0.06944444444444445,0.22811059907834103,0.17524580682475296,0.31782945736434093,0.07303370786516852,0.21739130434782608,0.0,1.0,0,5,2
76,0.2727272727272727,0.06666666666666667,0.21686746987951808,0.012269938650306747,0.05647840531561461,0.10416666666666667,0.18663594470046083,0.051860420281472364,0.4186046511627905,0.08426966292134831,0.681159420289855,0.0,1.0,0,7,2
77,0.2644628099173554,0.16,0.20481927710843376,0.010736196319018405,0.05481727574750831,0.06597222222222222,0.14516129032258066,0.07885097358781433,0.45736434108527135,0.2415730337078652,0.5797101449275363,0.0,1.0,0,7,2
78,0.2975206611570248,0.06666666666666667,0.18072289156626506,0.1257668711656442,0.09136212624584718,0.08680555555555555,0.22350230414746544,0.1733179101600144,0.1705426356589146,0.19101123595505623,0.18840579710144936,0.0,1.0,0,5,2
79,0.2396694214876033,0.3066666666666667,0.16867469879518074,0.0736196319018405,0.08471760797342193,0.06944444444444445,0.22811059907834103,0.15018315018314957,0.4263565891472868,0.08426966292134831,0.14492753623188406,0.0,1.0,0,5,2
80,0.24793388429752064,0.09333333333333334,0.18674698795180725,0.012269938650306747,0.07308970099667773,0.11458333333333333,0.2488479262672811,0.11162521688837411,0.5193798449612405,0.30898876404494385,0.3768115942028985,0.0,1.0,1,6,2
81,0.2727272727272727,0.08,0.20481927710843376,0.2361963190184049,0.0681063122923588,0.1736111111111111,0.3686635944700461,0.21958743011374623,0.37984496124031003,0.21348314606741572,0.17391304347826075,0.0,1.0,1,6,2
82,0.2727272727272727,0.17333333333333334,0.12048192771084339,0.0843558282208589,0.08970099667774087,0.1597222222222222,0.3640552995391705,0.14439946018893388,0.3488372093023255,0.11235955056179774,0.2898550724637681,0.0,1.0,1,5,2
83,0.2892561983471074,0.09333333333333334,0.18072289156626506,0.1165644171779141,0.06312292358803986,0.1423611111111111,0.4631336405529954,0.18295739348370935,0.47286821705426363,0.1348314606741573,0.21739130434782608,0.0,1.0,1,6,2
84,0.2727272727272727,0.2333333333333333,0.3674698795180723,0.17177914110429449,0.05980066445182724,0.1840277777777778,0.3433179723502304,0.1983805668016178,0.3023255813953487,0.12921348314606743,0.10144927536231874,0.0,1.0,1,5,2
85,0.2727272727272727,0.24,0.3734939759036145,0.17177914110429449,0.058139534883720936,0.17708333333333334,0.33640552995391704,0.2003084634663585,0.310077519379845,0.1348314606741573,0.10144927536231874,0.0,1.0,1,6,2
86,0.2809917355371901,0.20666666666666667,0.3795180722891566,0.15950920245398773,0.058139534883720936,0.1875,0.3456221198156682,0.1983805668016178,0.28682170542635643,0.12359550561797752,0.10144927536231874,0.0,1.0,1,6,2
87,0.24793388429752064,0.11333333333333333,0.18674698795180725,0.19478527607361965,0.0681063122923588,0.2361111111111111,0.45161290322580644,0.1945247734721407,0.38759689922480633,0.14606741573033707,0.24637681159420277,0.0,1.0,1,6,2
88,0.2727272727272727,0.2333333333333333,0.3674698795180723,0.17177914110429449,0.05980066445182724,0.1840277777777778,0.3433179723502304,0.1983805668016178,0.3023255813953487,0.12921348314606743,0.10144927536231874,0.0,1.0,1,5,2
89,0.2727272727272727,0.24,0.3734939759036145,0.17177914110429449,0.058139534883720936,0.17708333333333334,0.33640552995391704,0.2003084634663585,0.310077519379845,0.1348314606741573,0.10144927536231874,0.0,1.0,1,6,2
90,0.2809917355371901,0.20666666666666667,0.3795180722891566,0.15950920245398773,0.058139534883720936,0.1875,0.3456221198156682,0.1983805668016178,0.28682170542635643,0.12359550561797752,0.10144927536231874,0.0,1.0,1,6,2
91,0.19008264462809912,0.12666666666666668,0.25903614457831325,0.1058282208588957,0.0664451827242525,0.2222222222222222,0.5460829493087558,0.16560632350106017,0.310077519379845,0.14044943820224717,0.14492753623188406,0.0,1.0,1,5,2
92,0.25619834710743805,0.10666666666666665,0.1987951807228916,0.01687116564417178,0.043189368770764125,0.1597222222222222,0.2995391705069124,0.055716213610949486,0.4186046511627905,0.10112359550561799,0.6666666666666666,0.0,1.0,1,7,2
93,0.25619834710743805,0.08666666666666667,0.1987951807228916,0.018404907975460124,0.04152823920265781,0.16319444444444445,0.2995391705069124,0.053788316946210925,0.4108527131782945,0.10674157303370785,0.6666666666666666,0.0,1.0,1,7,2
94,0.30578512396694213,0.060000000000000005,0.1927710843373494,0.01687116564417178,0.051495016611295685,0.1736111111111111,0.3271889400921659,0.0865625602467707,0.37984496124031003,0.12359550561797752,0.5072463768115941,0.0,1.0,1,7,2
95,0.2727272727272727,0.12,0.1746987951807229,0.18098159509202455,0.058139534883720936,0.21180555555555555,0.5391705069124424,0.188741083477925,0.2480620155038759,0.11235955056179774,0.17391304347826075,0.0,1.0,1,6,2
96,0.18181818181818182,0.17333333333333334,0.3975903614457832,0.23466257668711657,0.061461794019933555,0.08680555555555555,0.3640552995391705,0.20802005012531274,0.32558139534883723,0.15730337078651688,0.11594202898550734,0.0,1.0,1,6,2
97,0.396694214876033,0.12333333333333334,0.21686746987951808,0.00920245398773006,0.04152823920265781,0.04861111111111111,0.17050691244239632,0.08077887025255288,0.1782945736434109,0.07865168539325841,0.4927536231884058,0.0,1.0,0,7,2
98,0.49586776859504134,0.18666666666666665,0.27710843373493976,0.15184049079754602,0.04817275747508305,0.010416666666666666,0.1774193548387097,0.1636784268363216,0.1317829457364341,0.04494382022471909,0.30434782608695643,0.0,1.0,0,4,2
99,0.18181818181818182,0.17333333333333334,0.3975903614457832,0.23466257668711657,0.061461794019933555,0.08680555555555555,0.3640552995391705,0.20802005012531274,0.32558139534883723,0.15730337078651688,0.11594202898550734,0.0,1.0,1,6,2
100,0.2975206611570248,0.11333333333333333,0.22289156626506024,0.19785276073619631,0.08471760797342193,0.17708333333333334,0.42857142857142855,0.2003084634663585,0.2170542635658914,0.12359550561797752,0.1594202898550724,0.0,1.0,1,5,2
101,0.2727272727272727,0.02666666666666666,0.1927710843373494,0.1380368098159509,0.07475083056478407,0.21875,0.35944700460829493,0.17524580682475296,0.5271317829457364,0.10674157303370785,0.20289855072463772,0.0,1.0,1,5,2
102,0.18181818181818182,0.08666666666666667,0.14457831325301204,0.1763803680981595,0.0681063122923588,0.1875,0.3640552995391705,0.1906689801426636,0.4806201550387596,0.0955056179775281,0.20289855072463772,0.0,1.0,1,5,2
103,0.30578512396694213,0.15,0.24096385542168677,0.2806748466257668,0.08305647840531562,0.14930555555555555,0.3778801843317972,0.24850588008482677,0.20930232558139542,0.1348314606741573,0.14492753623188406,0.0,1.0,1,5,2
104,0.2975206611570248,0.11333333333333333,0.22289156626506024,0.19785276073619631,0.08471760797342193,0.17708333333333334,0.42857142857142855,0.2003084634663585,0.2170542635658914,0.12359550561797752,0.1594202898550724,0.0,1.0,1,5,2
105,0.2892561983471074,0.03333333333333333,0.1927710843373494,0.2116564417177914,0.06976744186046512,0.11458333333333333,0.23732718894009217,0.1983805668016178,0.37209302325581406,0.07303370786516852,0.17391304347826075,0.0,1.0,1,6,2
106,0.2727272727272727,0.02666666666666666,0.1927710843373494,0.1380368098159509,0.07475083056478407,0.21875,0.35944700460829493,0.17524580682475296,0.5271317829457364,0.10674157303370785,0.20289855072463772,0.0,1.0,1,5,2
107,0.2727272727272727,0.10000000000000002,0.2108433734939759,0.24386503067484663,0.051495016611295685,0.2048611111111111,0.38018433179723504,0.22922691343744117,0.3410852713178295,0.20786516853932585,0.1594202898550724,0.0,1.0,1,6,2
108,0.2727272727272727,0.10000000000000002,0.2108433734939759,0.24386503067484663,0.051495016611295685,0.2048611111111111,0.38018433179723504,0.22922691343744117,0.3410852713178295,0.20786516853932585,0.1594202898550724,0.0,1.0,1,6,2
109,0.25619834710743805,0.16666666666666666,0.16867469879518074,0.010736196319018405,0.06976744186046512,0.125,0.41705069124423966,0.10776942355889699,0.4263565891472868,0.21348314606741572,0.3333333333333334,0.0,1.0,1,5,2
110,0.22314049586776857,0.060000000000000005,0.32530120481927716,0.12116564417177914,0.12126245847176077,0.21875,0.3617511520737327,0.1694621168305373,0.1317829457364341,0.0955056179775281,0.11594202898550734,0.0,1.0,1,6,2
111,0.2809917355371901,0.12666666666666668,0.27710843373493976,0.2783742331288343,0.07142857142857144,0.1527777777777778,0.5737327188940092,0.24850588008482677,0.2480620155038759,0.16853932584269665,0.1304347826086957,0.0,1.0,1,5,2
112,0.2809917355371901,0.15333333333333332,0.30120481927710846,0.19478527607361965,0.07807308970099668,0.2326388888888889,0.43548387096774194,0.21380374011952843,0.22480620155038736,0.14044943820224717,0.17391304347826075,0.0,1.0,1,5,2
113,0.2396694214876033,0.21999999999999997,0.20481927710843376,0.13190184049079753,0.0664451827242525,0.09722222222222222,0.3317972350230415,0.18681318681318645,0.38759689922480633,0.16292134831460675,0.1594202898550724,0.0,1.0,1,5,2
114,0.2396694214876033,0.21999999999999997,0.20481927710843376,0.13190184049079753,0.0664451827242525,0.09722222222222222,0.3317972350230415,0.18681318681318645,0.38759689922480633,0.16292134831460675,0.1594202898550724,0.0,1.0,1,5,2
115,0.14049586776859505,0.26999999999999996,0.0,0.013803680981595092,0.09302325581395349,0.024305555555555556,0.22350230414746544,0.13283208020050252,0.7054263565891473,0.10112359550561799,0.24637681159420277,0.0,1.0,0,4,2
116,0.18181818181818182,0.15333333333333332,0.14457831325301204,0.04141104294478527,0.05315614617940199,0.08333333333333333,0.315668202764977,0.08270676691729145,0.45736434108527135,0.12359550561797752,0.47826086956521746,0.0,1.0,1,6,2
117,0.2644628099173554,0.04000000000000001,0.24096385542168677,0.01687116564417178,0.043189368770764125,0.052083333333333336,0.18202764976958524,0.07692307692307578,0.36434108527131776,0.11235955056179774,0.5507246376811595,0.0,1.0,0,6,2
118,0.2809917355371901,0.15333333333333332,0.30120481927710846,0.19478527607361965,0.07807308970099668,0.2326388888888889,0.43548387096774194,0.21380374011952843,0.22480620155038736,0.14044943820224717,0.17391304347826075,0.0,1.0,1,5,2
119,0.2892561983471074,0.16,0.2891566265060241,0.19478527607361965,0.08471760797342193,0.19444444444444445,0.4377880184331797,0.21380374011952843,0.2480620155038759,0.15730337078651688,0.17391304347826075,0.0,1.0,1,5,2
120,0.1735537190082645,0.18666666666666665,0.024096385542168676,0.07822085889570553,0.061461794019933555,0.06944444444444445,0.18663594470046083,0.12126470021206691,0.38759689922480633,0.16292134831460675,0.3188405797101448,0.0,1.0,0,5,2
